Name,depart_time,price,depart_time_hour,depart_time_minute
제주항공,05:40,87119,5,40
에어부산,07:30,62543,7,30
아시아나항공,07:30,152204,7,30
에어부산,08:30,65763,8,30
아시아나항공,08:30,152204,8,30
에어부산,09:30,62543,9,30
아시아나항공,09:30,152204,9,30
에어부산,10:30,65763,10,30
아시아나항공,10:30,152204,10,30
에어부산,11:30,62543,11,30
아시아나항공,11:30,152204,11,30
에어부산,12:30,62543,12,30
아시아나항공,12:30,152204,12,30
에어부산,15:30,62543,15,30
아시아나항공,15:30,152204,15,30
제주항공,16:05,144068,16,5
에어부산,16:30,62543,16,30
아시아나항공,16:30,152204,16,30
에어부산,17:30,62543,17,30
아시아나항공,17:30,152204,17,30
에어부산,18:30,62543,18,30
아시아나항공,18:30,152204,18,30
제주항공,20:20,55424,20,20
에어부산,20:30,65763,20,30
아시아나항공,20:30,152204,20,30
