Name,depart_time,price,depart_time_hour,depart_time_minute
에어부산,11:00,83051,11,0
아시아나항공,11:00,152204,11,0
에어부산,13:00,60170,13,0
아시아나항공,13:00,152204,13,0
에어부산,14:00,63560,14,0
아시아나항공,14:00,152204,14,0
에어부산,15:00,56950,15,0
아시아나항공,15:00,152204,15,0
에어부산,16:00,63560,16,0
에어부산,17:00,63560,17,0
아시아나항공,17:00,152204,17,0
에어부산,18:00,63560,18,0
아시아나항공,18:00,152204,18,0
에어부산,19:00,63560,19,0
아시아나항공,19:00,152204,19,0
에어부산,20:00,60170,20,0
아시아나항공,20:00,152204,20,0
에어부산,21:00,63560,21,0
아시아나항공,21:00,152204,21,0
