Name,depart_time,price,depart_time_hour,depart_time_minute
에어부산,06:50,44577,6,50
아시아나항공,06:50,89662,6,50
이스타항공,07:00,47967,7,0
대한항공,07:05,84238,7,5
에어부산,07:35,64746,7,35
대한항공,07:35,84238,7,35
아시아나항공,07:35,89662,7,35
에어부산,07:55,76780,7,55
제주항공,08:00,76780,8,0
대한항공,10:10,84238,10,10
제주항공,10:30,76780,10,30
에어부산,11:45,76780,11,45
에어부산,12:00,76780,12,0
아시아나항공,12:00,89662,12,0
제주항공,12:20,51356,12,20
에어부산,13:20,73560,13,20
아시아나항공,13:20,89662,13,20
대한항공,13:50,84238,13,50
제주항공,14:30,48136,14,30
에어부산,14:40,41356,14,40
아시아나항공,14:40,89662,14,40
에어부산,15:00,67458,15,0
아시아나항공,15:00,89662,15,0
대한항공,15:05,84238,15,5
제주항공,15:30,45085,15,30
대한항공,16:20,84238,16,20
에어부산,17:05,64746,17,5
제주항공,17:05,76780,17,5
아시아나항공,17:05,89662,17,5
에어부산,17:55,59831,17,55
아시아나항공,17:55,89662,17,55
대한항공,19:10,84238,19,10
제주항공,19:30,76780,19,30
